item_id,domain,question,gold_letter,gold_option_text,gold_option_audit_verdict,item_validity_verdict,gold_reference_status,audit_priority,option_set_verdict,defensible_non_gold_count,defensible_non_gold_letters,strong_contextual_distractor_count,unsafe_option_count,evidence_cluster_ids,source_ids,key_finding,v0_6_action,future_release_action,confidence,review_identity
SGS-FM-020,physical_chemistry,5.0 g 摩尔质量 100 g/mol 的非电解质溶于 50.0 g 水，Kf=1.86。ΔTf 约为？,B,1.86 °C,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E18,,溶质0.05 mol、水0.05 kg，m=1.0 mol/kg，ΔTf=1.86 °C。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-021,physical_chemistry,某吸附平衡为吸热，升温后平衡吸附量增加。这个现象本身最支持哪句？,A,吸热方向受升温促进,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E05;E18,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE,给定吸热平衡且升温后吸附量增加，A符合勒夏特列趋势；该观察不排除同时存在动力学和结构变化。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-022,physical_chemistry,若一个反应正向吸热，升温对平衡的直接趋势是？,B,向吸热方向,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E18,,正向吸热反应升温时平衡直接趋势向吸热方向，B正确。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-023,materials_science,热注入后温度突然下降。哪句过度确定？,C,一定启动成核并终止生长,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E12,EXT-NIST-RSM,降温会改变过饱和度及成核/生长，但不能必然推出同时启动成核并终止生长，C确属过度确定。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-024,materials_science,量子点热注入实验中，降温后粒径分布变宽。最少还需要什么才能判断原因？,B,时间分辨取样/温度曲线,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E16,EXT-NIST-PRIVACY,粒径分布变宽的成因需要时间分辨取样和温度曲线，B提供最低必要证据。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-025,physical_chemistry,某 MOS 气敏膜在同一 NO2 浓度下测得表观响应速率常数：333 K 时 k=0.018 s^-1，353 K 时 k=0.041 s^-1。若用 Arrhenius 关系做粗略估算，最接近的表观活化能是多少？R=8.314 J mol^-1 K^-1。,C,约 41 kJ mol^-1,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E02;E03,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-ARRHENIUS,Arrhenius两点粗估约40 kJ/mol，C正确，且参考答案已明确其为表观活化能。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-026,analytical_chemistry,纸带反射率读数的校准斜率为 0.082 signal/ppm，空白重复测量标准差为 0.006 signal。按 LOD=3σ/slope 粗略估算，检测限最接近多少？,C,0.22 ppm,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E11;E12;E15;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,按题设LOD=3σ/slope得到0.22 ppm，C正确；真实方法验证中系数、回归和异方差处理可能不同。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-027,materials_science,两批 SnO2 纳米膜的 BET 比表面积相近，但 A 批晶粒更小、晶界更多；低温 NO2 响应更快，但长期循环漂移更明显。最稳妥的结构-性能解释是？,A,晶界和表面路径增加可加快响应，但也可能增加吸附滞留和结构不稳定,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E05;E07;E13,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE;EXT-NIST-RSM,A同时解释更快响应与更大漂移并保留可能性；吸附滞留和微结构演化仍是候选而非已证实机理。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-028,inorganic_chemistry,"某 WO3 薄膜改性前后 XRD 主峰如下：未改性 23.1°, 23.6°, 24.4°；改性后这些峰仍在，但 23.6°峰半高宽变大，且没有新强峰出现。最稳妥结论是？",D,现有信息更支持原有 WO3 晶相保留，同时结晶度或晶粒尺度发生变化,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E07;E19,EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE,主峰保留且无新强峰支持主体相保留，峰宽增大可对应晶粒减小、结晶度下降或微应变，D边界最稳妥。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-029,technical_chemistry,某 protocol 写道：制备显色纸带后直接暴露目标气，拍照计算 RGB 差值；未设置未暴露空白、湿度空白或显色试剂空白。该 protocol 最核心的问题是？,D,缺少空白和湿度相关对照，无法区分目标响应与背景/环境变化,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E02;E11;E12;E15;E18,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING,缺少未暴露、湿度和试剂空白会使RGB变化无法归因，D为核心缺口。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-030,analytical_chemistry,文献片段：作者报道某 ZnO 传感器在 40%RH 下对 1 ppm NO2 响应为 18%，重复 5 次 RSD 为 6%；未报告 80%RH，也未报告乙醇、NH3 或 CO 干扰。根据该片段，能否支持“该传感器在高湿复杂气氛中具有优异选择性”？,C,Maybe/No，片段只支持中等湿度下 NO2 重复性，不能支持高湿复杂气氛选择性,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E02;E11,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY,片段仅支持40%RH下响应和重复性，不能支持高湿复杂气氛选择性，C正确。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-031,organic_chemistry,某芳香胺纸带遇强氧化性气体后颜色迅速加深，但高湿空白也缓慢变黄。最合理的机理边界是？,A,目标气氧化可能参与显色，但湿度/空气氧化或基材反应也可能贡献背景,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E02;E11;E12;E15;E20,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-PANI-VIRJI,目标气氧化显色与湿度/空气氧化背景可并存，A正确且保持证据边界。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-032,materials_science,某 rGO/SnO2 复合膜的初始响应提高，低浓度噪声也提高；把数据按峰值响应排序时该配方最好，但按 SNR 排序时并不占优。若目标是降低报警误判，下一步最优先的是？,D,先以 SNR 和空白波动重排候选，并复核低浓度阈值稳定性,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E01;E10;E12;E13;E19,EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,目标是降低误报时应优先SNR、空白波动与阈值稳定性，D与目标指标一致。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-033,technical_chemistry,方法片段：前驱体溶液旋涂在氧化铝基底上，80°C 预干燥 10 min，随后在空气中 350°C 退火 2 h；所得膜在 200°C 工作温度下测试 NO2。若抽取“退火条件”，哪一项最完整？,B,350°C，2 h，空气,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E15;E17,EXT-COFFEE-RING;EXT-NIOSH-H2S,退火条件准确抽取为350°C、2 h、空气，B唯一正确。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-034,analytical_chemistry,某传感器暴露目标气后 0、10、20、30、60 s 的归一化响应分别为 0、0.42、0.68、0.82、0.96。若 T90 定义为达到最终响应 90% 的时间，最合理读数是？,A,约 45 s，通过 30 s 到 60 s 之间插值得到,supported_unique_best_reference_rationale_error,valid_with_major_caveat,gold_closest_but_rationale_contradictory,P0,reference_rationale_error,0,,0,0,E11;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-LOD,90%最终响应为0.864，线性插值约39.4 s，A“约45 s”是最近选项；参考理由末句却写“选项中C最合理”，构成明确内部错误。,retain_frozen_record_audit_only,correct_reference_rationale,high,专家 X
SGS-FM-035,toxicity_and_safety,某纸带方案同时使用芳香胺受体和强氧化性显色抽测试剂。放大到连续涂布前，最应优先写入的安全评审点是？,B,评估芳香胺暴露、氧化剂兼容性、废液分类、通风和干燥过程风险,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,3,E09;E10;E15;E20,EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING;EXT-PANI-VIRJI,连续化前需系统评估芳香胺暴露、氧化剂兼容性、废物、通风和干燥风险，B完整且唯一。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-036,organic_chemistry,某显色纸带刚制备时空白很浅，放置一周后未暴露区域整体变深；目标气暴露后的增量反而变小。显微观察没有明显粉末析出，避光保存样品变化较弱。下一步最优先验证的是？,B,纸基是否发生光/氧诱导背景显色或受体预氧化,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E11;E12;E15;E19;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,未暴露区随时间变深且避光样变化较弱，优先验证光/氧背景显色或受体预氧化，B合理。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-037,organic_chemistry,实验员按记录配制“4-苯氧基苯胺水相浸渍液”，将纸带浸渍、取出干燥后，用低风险氧化显色喷雾抽测受体引入均匀性。结果显示边缘和少数斑点区域显色明显更深，中间区域偏浅；同一张纸带换喷雾方向后，深色区域位置基本不变。下一步最应优先排查哪一项？,A,复核浸渍液是否为真实均一溶液，是否存在未溶颗粒或局部富集,supported_best_with_major_caveat,valid_with_major_caveat,gold_preferred_but_not_unique,P1,major_option_set_caveat,1,D,1,0,E04;E15;E20,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-COFFEE-RING;EXT-PANI-VIRJI,固定斑点和受体低水溶性支持先查浸渍液均一性，A合理；边缘富集也可由纸基毛细流与干燥迁移造成，且题干未说明助溶剂、pH或实际溶液状态。,retain_frozen_record_audit_only,future_release_clarify_conditions_or_source,medium_high,专家 X
SGS-FM-038,inorganic_chemistry,实验员用硝酸银水溶液浸渍纸基材料，干燥后光照，样品由浅色逐渐变为棕色；竞品在相近显色思路下最终呈中性灰色。当前记录显示：空白纸基光照不明显变色，避光样品变化很弱，延长光照主要让棕色加深而不是转灰。下一轮最值得优先尝试的是？,C,提高硝酸银负载梯度，观察光照生成银物种颗粒尺度变化后的成色,supported_but_not_unique,ambiguous_multiple_defensible,gold_speculative_not_unique,P1,gold_uniqueness_or_validity_failure,3,A;B;D,0,0,E12;E15;E17;E21,EXT-NIST-RSM;EXT-COFFEE-RING;EXT-NIOSH-H2S;EXT-NIST-GAS,提高硝酸银负载可能改变银物种颗粒尺度，但棕色/灰色同时受颗粒尺寸分布、形貌、还原环境、卤化/络合物、纸基和光照影响；C缺乏足够证据且可能只加深背景。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-FM-039,general_chemistry,某团队想用非氧化性强酸清洗含 Fe/Al 集流体的传感器夹具残留物。下列判断最稳妥的是？,A,非氧化性强酸通常可与活泼金属反应放出氢气，需先做兼容性和放气风险评审,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E17,EXT-NIOSH-H2S,非氧化性强酸可与活泼Fe/Al发生腐蚀并放氢，A为稳妥的安全边界；具体反应速率取决于钝化与工况。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-040,general_chemistry,研发讨论中有人提出：氮在某些含氧阴离子中可表现 +5 价，所以应能形成稳定的 NX5 型分子，用作卤素气体反应类比。最应指出的问题是？,B,氮没有可用的价层 d 轨道且第二周期原子难以扩展八隅体，NX5 稳定性类比不成立,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported_but_rationale_outdated,P2,minor_option_set_caveat,0,,0,0,E13;E18,EXT-NIST-RSM,B正确指出+5氧化态不能推出稳定NX5；“没有可用价层d轨道”可作为传统提示，但现代解释应侧重第二周期价层电子数、键合和分子稳定性。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
